business_id,name,address,city,state,postal_code,overall_business_stars,overall_review_count,business_open,categories,hours,isromantic,isintimate,istouristy,ishipster,isdivey,isclassy,istrendy,isupscale,iscasual,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,alcohol,outdoorseating,restaurantstableservice,bikeparking,happyhour,byob,businessacceptscreditcards,restaurantscounterservice,hastv,restaurantspricerange2,restaurantsreservations,restaurantsdelivery,wifi,restaurantstakeout,n_photo,attribute_count,average_stars_2018,average_stars_2019,review_count_2018,review_count_2019,check_in_count_2018,check_in_count_2019,Total.population_2018,Total.population_2019,children_2018,children_2019,youth_2018,youth_2019,adults_2018,adults_2019,elders_2018,elders_2019,geometry,children,youth,adults,elders,business_lat,business_long,scaled_capped_business_proximity,landmarks_nearby
05ev984NYfimRN0UiFrxaA,Osteria,640 N Broad St,Philadelphia,PA,19130,4,877,1,"Nightlife, Restaurants, Italian, Bars, Wine Bars","{""Friday"": ""16:0-23:0"", ""Monday"": ""16:0-22:0"", ""Sunday"": ""15:0-21:0"", ""Tuesday"": ""16:0-22:0"", ""Saturday"": ""16:0-23:0"", ""Thursday"": ""16:0-22:0"", ""Wednesday"": ""16:0-22:0""}",False,False,False,False,False,True,False,False,False,False,True,False,False,False,'full_bar',True,True,True,True,NULL,True,NULL,False,3,True,True,free',True,61,17,4.1967,4.0583,61,103,67,88,27410,27093,2684,2323,2292,2113,19125,19149,3309,3508,"c(-75.161076, 39.965015)",31373,54428,123210,29135,39.965015,-75.161076,1.015443708665405,13
0-7N3z_cb3Z1xMGDrbez6w,Le Virtu,1927 E Passyunk Ave,Philadelphia,PA,19148,4,389,1,"Italian, Restaurants","{""Friday"": ""17:0-22:30"", ""Monday"": ""17:0-22:0"", ""Sunday"": ""16:0-21:0"", ""Tuesday"": ""17:0-22:0"", ""Saturday"": ""16:0-22:30"", ""Thursday"": ""17:0-22:0"", ""Wednesday"": ""17:0-22:0""}",False,False,False,False,False,True,False,False,False,False,True,False,True,False,'full_bar',True,True,True,True,NULL,True,NULL,True,3,True,True,no',False,12,13,3.9714,4,35,33,32,26,52594,52259,9257,9472,4110,4141,31531,31193,7696,7453,"c(-75.1678, 39.926032)",28581,14140,110165,24264,39.926032,-75.1678,2.47833058482429,11
0a8t_Th0jtWUMmtq0q2dqA,DK Sushi,3401 Walnut St,Philadelphia,PA,19104,3.5,30,1,"Sushi Bars, Japanese, Restaurants","{""Friday"": ""11:0-19:0"", ""Monday"": ""11:0-19:0"", ""Tuesday"": ""11:0-19:0"", ""Thursday"": ""11:0-19:0"", ""Wednesday"": ""11:0-19:0""}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,'none',None,NULL,NULL,NULL,NULL,True,NULL,True,NULL,False,False,NULL,True,2,4,3.4167,3.6,12,15,23,14,54311,53560,6698,6454,23800,23654,20000,19313,3813,4139,"c(-75.1928739332, 39.9531984523)",53009,61505,173694,42427,39.9531984523,-75.1928739332,1.4328599203740484,19
0ak-7uV9Nb7nF_l-mMCysA,Oishii Poké,938 Arch St,Philadelphia,PA,19107,4,228,1,"Restaurants, Mexican, Food, Hawaiian, Poke, Japanese","{""Friday"": ""11:0-21:0"", ""Monday"": ""11:0-21:0"", ""Sunday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Saturday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0""}",False,False,False,False,False,False,False,False,True,True,True,False,False,False,'none',False,False,True,NULL,NULL,True,NULL,False,1,False,True,'free',True,9,12,4.4545,4.04,33,25,50,18,13696,14526,727,940,2157,2183,9297,9845,1515,1558,"c(-75.1562016, 39.9532717)",11541,10001,77559,14058,39.9532717,-75.1562016,1.961042501441295,19
0bvtIbpsqBJZpRKSPwIfNw,Panorama,14 N Front St,Philadelphia,PA,19106,4,324,1,"Hotels & Travel, Bars, Food, Wine Bars, Beer, Wine & Spirits, Event Planning & Services, Nightlife, Hotels, Gluten-Free, Restaurants, Italian","{""Friday"": ""17:0-22:0"", ""Sunday"": ""17:0-19:30"", ""Saturday"": ""15:0-22:0"", ""Thursday"": ""17:0-21:0"", ""Wednesday"": ""17:0-21:0""}",False,True,False,False,False,True,False,False,False,False,True,False,True,False,'full_bar',True,True,False,True,NULL,True,NULL,True,3,True,True,free',True,12,19,4.0833,3.9744,36,39,25,37,12375,12592,763,776,761,657,8671,8853,2180,2306,"c(-75.142285, 39.950201)",8741,6883,55346,9842,39.950201,-75.142285,0.6221703133803739,21
0CEUpFtaKhxbmrbSdP9MUQ,Acadia,824 S 8th St,Philadelphia,PA,19147,4,79,0,"Restaurants, Cajun/Creole, Southern, Nightlife, Cocktail Bars, Breakfast & Brunch, Seafood, Bars","{""Friday"": ""17:0-2:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""10:0-23:0"", ""Tuesday"": ""17:0-23:0"", ""Saturday"": ""17:0-2:0"", ""Thursday"": ""17:0-0:0"", ""Wednesday"": ""17:0-23:0""}",False,False,False,False,False,False,False,False,False,False,True,False,False,False,full_bar',True,True,True,True,NULL,True,NULL,True,2,True,None,free',True,2,13,4.1136,3.6154,44,26,25,27,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,"c(-75.1564078, 39.9389483)",30187,17884,131221,28866,39.9389483,-75.1564078,0.844762763858297,28
0De2juaQqHNUYs-vNEj9RA,CYM Island Kitchen,4658 G St,Philadelphia,PA,19120,3.5,15,1,"Spanish, Caribbean, Restaurants, Latin American","{""Friday"": ""12:0-18:0"", ""Monday"": ""0:0-0:0"", ""Tuesday"": ""12:0-18:0"", ""Thursday"": ""12:0-18:0"", ""Wednesday"": ""12:0-18:0""}",False,False,False,False,False,False,False,False,False,False,True,False,False,False,none',True,False,True,False,False,True,NULL,False,1,False,True,no',True,1,9,3,3,3,3,3,1,74971,74060,18072,18164,12378,12252,39021,37618,5500,6026,"c(-75.1107755, 40.0196839)",72797,47387,160591,33738,40.0196839,-75.1107755,-0.36498466962456927,16
-0eUa8TsXFFy0FCxHYmrjg,Waterfront Gourmet Cafe & Deli,3131 Walnut St,Philadelphia,PA,19104,4,26,0,"Caterers, Sandwiches, Delis, Restaurants, Cafes, Event Planning & Services","{""Friday"": ""7:0-20:0"", ""Monday"": ""7:0-20:0"", ""Sunday"": ""7:0-20:0"", ""Tuesday"": ""7:0-20:0"", ""Saturday"": ""7:0-20:0"", ""Thursday"": ""7:0-20:0"", ""Wednesday"": ""7:0-20:0""}",False,False,False,False,False,False,False,False,False,False,True,False,False,False,none',False,False,True,NULL,NULL,True,NULL,False,1,False,True,free',True,1,12,4,4.1111,3,9,6,5,54311,53560,6698,6454,23800,23654,20000,19313,3813,4139,"c(-75.1873206, 39.9524461)",53009,61505,173694,42427,39.9524461,-75.1873206,0.5265761218876569,18
0f4snVRBbsomhoGkFD7GUA,City Pizza,100 Snyder Ave,Philadelphia,PA,19148,3,87,1,"Restaurants, Pizza",NULL,False,False,False,False,NULL,False,False,False,True,False,True,False,False,False,'none',False,NULL,True,NULL,NULL,True,NULL,True,1,False,True,'no',True,0,12,2.7692,2,13,5,3,2,52594,52259,9257,9472,4110,4141,31531,31193,7696,7453,"c(-75.1485312, 39.9214837)",28581,14140,110165,24264,39.9214837,-75.1485312,0.9804079758379464,12
0h4Oo6W8mG4HEYQzZRkoOA,BAMBU,5520 Whitaker Ave,Philadelphia,PA,19124,3.5,57,1,"Bubble Tea, Desserts, Food, Juice Bars & Smoothies, Coffee & Tea, Vietnamese, Restaurants",NULL,False,False,False,False,False,False,False,False,False,False,False,False,True,False,'none',False,False,False,NULL,NULL,True,NULL,True,1,False,True,'free',True,1,8,2.8333,1.5,12,6,19,20,68965,70304,18232,19381,10335,9954,34860,35188,5538,5781,"c(-75.1003371425, 40.0348900461)",103077,60827,223679,41209,40.0348900461,-75.1003371425,-0.34556440513873066,8
0hPp_rLhzOVZ0YRbojvSeQ,Montesini Pizza,6420 Frankford Ave,Philadelphia,PA,19135,4,55,1,"Restaurants, Italian, Pizza","{""Friday"": ""11:0-23:30"", ""Monday"": ""11:0-22:30"", ""Sunday"": ""11:0-22:30"", ""Tuesday"": ""11:0-22:30"", ""Saturday"": ""11:0-23:0"", ""Thursday"": ""11:0-22:30"", ""Wednesday"": ""11:0-22:30""}",False,False,False,False,False,False,False,False,True,NULL,NULL,NULL,True,False,beer_and_wine',False,NULL,False,NULL,NULL,True,NULL,True,1,False,True,NULL,True,0,8,4.4,3.3333,5,6,8,4,35302,35427,8271,8295,4913,4757,18711,18922,3407,3453,"c(-75.0583856691, 40.0295108576)",48221,27967,110197,20467,40.0295108576,-75.0583856691,-0.2709719241541172,12
0IEn6AxLNFfdfuwd2bQlbQ,Golden Empress Garden,618 South St,Philadelphia,PA,19147,3.5,181,1,"Chinese, Restaurants, Vegetarian, Vegan","{""Friday"": ""11:0-0:0"", ""Monday"": ""11:0-23:0"", ""Sunday"": ""11:30-22:30"", ""Tuesday"": ""11:0-23:0"", ""Saturday"": ""11:0-0:0"", ""Thursday"": ""11:0-23:0"", ""Wednesday"": ""11:0-23:0""}",False,False,False,False,False,False,False,False,True,False,True,False,False,False,none',False,NULL,True,NULL,NULL,True,NULL,False,1,True,True,no',True,2,11,3,2.75,9,8,3,1,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,"c(-75.152868, 39.941938)",30187,17884,131221,28866,39.941938,-75.152868,1.558162433467438,31
0-JRAY0LpBazDuA9761U5w,Pizzeria Vetri,1615 Chancellor St,Philadelphia,PA,19103,4,313,1,"Salad, Italian, Pizza, Restaurants, Cafes","{""Friday"": ""11:30-22:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""11:30-21:0"", ""Tuesday"": ""11:30-21:0"", ""Saturday"": ""11:30-22:0"", ""Thursday"": ""11:30-16:0"", ""Wednesday"": ""11:30-21:0""}",False,False,False,NULL,False,False,True,False,True,True,True,False,False,False,'beer_and_wine',None,True,True,True,NULL,True,NULL,True,2,True,True,free',True,8,19,3.9167,4.0789,36,38,69,58,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,"c(-75.1686977423, 39.94941083)",16174,32406,83217,17953,39.94941083,-75.1686977423,1.98234424258426,10
0K4RwxdAcViifyU3Htzxww,Southwark Restaurant,701 S 4th St,Philadelphia,PA,19147,4,224,1,"Breakfast & Brunch, Nightlife, Cocktail Bars, American (New), Coffee & Tea, Bars, Food, Restaurants, Desserts","{""Friday"": ""17:0-0:0"", ""Tuesday"": ""16:0-22:0"", ""Saturday"": ""17:0-0:0"", ""Thursday"": ""17:0-0:0"", ""Wednesday"": ""17:0-0:0""}",True,False,False,False,False,True,False,False,False,False,True,False,False,False,full_bar',True,True,True,False,True,True,NULL,False,3,False,False,no',True,4,13,3.5,4.0714,14,14,19,25,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,"c(-75.1493607, 39.9404771)",30187,17884,131221,28866,39.9404771,-75.1493607,1.1820545585248552,26
0KEMPs7BD_WHI6zGpDcKjw,Food & Friends,1933 Spruce St,Philadelphia,PA,19103,4,167,1,"Specialty Food, Restaurants, Delis, Beer, Wine & Spirits, Fruits & Veggies, Grocery, Convenience Stores, Food","{""Friday"": ""8:0-0:0"", ""Monday"": ""8:0-23:0"", ""Sunday"": ""9:0-23:0"", ""Tuesday"": ""8:0-23:0"", ""Saturday"": ""8:0-0:0"", ""Thursday"": ""8:0-23:0"", ""Wednesday"": ""8:0-23:0""}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,True,False,False,False,NULL,NULL,NULL,True,NULL,NULL,True,NULL,NULL,2,NULL,NULL,NULL,True,1,4,3.5714,4.6667,7,9,17,17,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,"c(-75.174199, 39.948257)",16174,32406,83217,17953,39.948257,-75.174199,0.90566455945836,14
0ll5CZSx6qVVV2TJPcW6mA,Freshii,"1 S Broad St, Fl 2, Walgreens",Philadelphia,PA,19107,4,9,1,"Restaurants, Soup, Juice Bars & Smoothies, Salad, Vegetarian, Food, Fast Food, Wraps","{""Monday"": ""0:0-0:0""}",False,False,False,False,False,False,False,False,False,False,True,False,False,False,none',False,False,NULL,NULL,NULL,True,NULL,False,NULL,NULL,True,free',True,3,6,4,4.2857,3,7,1,10,13696,14526,727,940,2157,2183,9297,9845,1515,1558,"c(-75.1635217, 39.9511843)",11541,10001,77559,14058,39.9511843,-75.1635217,1.3843245130327293,10
0mijbNf-7wiKJ9xto1pAyg,Spice Finch,220 S 17th St,Philadelphia,PA,19103,4.5,325,1,"Breakfast & Brunch, Restaurants, Mediterranean","{""Friday"": ""17:0-22:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""12:0-20:0"", ""Tuesday"": ""17:0-21:0"", ""Saturday"": ""12:0-22:0"", ""Thursday"": ""17:0-21:0"", ""Wednesday"": ""17:0-21:0""}",False,False,False,False,False,True,False,False,False,True,True,False,False,False,full_bar',True,True,True,True,NULL,True,NULL,True,3,True,True,free',True,11,16,4.4375,4.3115,96,122,67,133,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,"c(-75.169540979, 39.9493776356)",16174,32406,83217,17953,39.9493776356,-75.169540979,3.2224255019137455,9
0Nqa0zPHoB_GVucVMd9f6w,Club Risqué,1700 S Christopher Columbus Blvd,Philadelphia,PA,19148,3.5,52,1,"Arts & Entertainment, Adult Entertainment, Nightlife, Strip Clubs, Restaurants","{""Friday"": ""11:30-0:0"", ""Monday"": ""11:30-0:0"", ""Sunday"": ""13:0-0:0"", ""Tuesday"": ""11:30-0:0"", ""Saturday"": ""13:0-0:0"", ""Thursday"": ""11:30-0:0"", ""Wednesday"": ""11:30-0:0""}",NULL,False,NULL,NULL,False,True,True,True,True,False,False,False,True,False,full_bar',False,NULL,True,NULL,NULL,True,NULL,True,2,True,False,NULL,False,1,15,4.6667,4.3333,3,3,13,3,52594,52259,9257,9472,4110,4141,31531,31193,7696,7453,"c(-75.144875, 39.9253969)",28581,14140,110165,24264,39.9253969,-75.144875,0.23438235344854452,11
0o8k654DD4h8ywBOXP1GRA,El Purepecha,315 N 12th St,Philadelphia,PA,19107,4.5,239,1,"Mexican, Restaurants","{""Friday"": ""12:0-21:30"", ""Monday"": ""0:0-0:0"", ""Tuesday"": ""12:0-20:0"", ""Saturday"": ""12:0-21:30"", ""Thursday"": ""12:0-21:0"", ""Wednesday"": ""12:0-20:0""}",False,NULL,False,NULL,NULL,False,False,False,True,False,False,False,False,False,'none',False,False,True,NULL,False,True,NULL,True,2,False,True,no',True,12,12,4.4878,4.6458,41,48,33,34,13696,14526,727,940,2157,2183,9297,9845,1515,1558,"c(-75.158424899, 39.9581334616)",11541,10001,77559,14058,39.9581334616,-75.158424899,2.84170393009154,8
0OsR9lO16jxa0xWUY57s9g,Koto Sushi,719 Sansom St,Philadelphia,PA,19106,4.5,280,1,"Japanese, Restaurants, Salad, Sushi Bars","{""Friday"": ""11:0-21:30"", ""Monday"": ""11:0-21:0"", ""Sunday"": ""15:30-21:0"", ""Tuesday"": ""11:0-21:0"", ""Saturday"": ""15:30-21:30"", ""Thursday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0""}",False,True,False,False,False,NULL,NULL,False,True,False,True,False,False,False,beer_and_wine',False,True,True,True,NULL,True,NULL,True,2,True,True,no',True,8,16,4.6195,4.582,113,122,131,106,12375,12592,763,776,761,657,8671,8853,2180,2306,"c(-75.1531596925, 39.9487051045)",8741,6883,55346,9842,39.9487051045,-75.1531596925,1.759622446108274,30
0oSSjekU-3GR8gselReWnA,Butcher and Singer,1500 Walnut St,Philadelphia,PA,19102,4.5,1290,1,"Restaurants, Steakhouses, American (Traditional)","{""Friday"": ""16:0-21:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""17:0-22:0"", ""Tuesday"": ""17:0-22:0"", ""Saturday"": ""17:0-23:0"", ""Thursday"": ""17:0-22:0"", ""Wednesday"": ""17:0-22:0""}",False,False,False,False,False,True,False,True,False,False,True,False,False,False,full_bar',True,True,False,False,NULL,True,NULL,False,4,True,True,no',True,76,12,4.5564,4.3937,133,127,107,103,4937,5147,116,163,826,849,3088,3249,907,886,"c(-75.1661758, 39.9493338)",17454,14728,109892,21802,39.9493338,-75.1661758,3.8637522701495057,10
0p5Q__lOXxnp74afXHP5tg,Jasmine Rice - Old City,224 Market St,Philadelphia,PA,19106,3.5,64,0,"Restaurants, Thai","{""Friday"": ""11:30-23:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""12:0-21:0"", ""Tuesday"": ""11:30-21:30"", ""Saturday"": ""12:0-23:0"", ""Thursday"": ""11:30-21:30"", ""Wednesday"": ""11:30-21:30""}",False,False,False,False,False,True,False,False,False,True,True,False,True,False,beer_and_wine',True,True,True,NULL,NULL,True,NULL,True,2,True,True,free',True,2,17,3.4545,3,11,15,14,6,12375,12592,763,776,761,657,8671,8853,2180,2306,"c(-75.1447211, 39.9497474)",8741,6883,55346,9842,39.9497474,-75.1447211,4.178918666656751,22
0PTuPOOXkmoP0s5STUBY1w,Chez Ben,401 Chestnut St,Philadelphia,PA,19106,3.5,24,1,"Breakfast & Brunch, Bars, Wine Bars, Brasseries, French, Restaurants, Nightlife, Coffee & Tea, Food","{""Friday"": ""6:0-22:0"", ""Monday"": ""6:0-22:0"", ""Sunday"": ""6:0-22:0"", ""Tuesday"": ""6:0-22:0"", ""Saturday"": ""6:0-22:0"", ""Thursday"": ""6:0-22:0"", ""Wednesday"": ""6:0-22:0""}",False,False,False,False,False,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,4,2,3.5556,3.4286,18,7,14,4,12375,12592,763,776,761,657,8671,8853,2180,2306,"c(-75.147732608, 39.9490604639)",8741,6883,55346,9842,39.9490604639,-75.147732608,1.2186254620831385,30
0RSws84Im4CsZ-W9biXv2g,Rio Brazilan Steak Truck,3400 Market St,Philadelphia,PA,19104,5,9,1,"Food, Event Planning & Services, Barbeque, Caterers, Restaurants, Steakhouses, Food Trucks","{""Friday"": ""11:0-17:0"", ""Monday"": ""11:0-17:0"", ""Tuesday"": ""11:0-17:0"", ""Thursday"": ""11:0-17:0"", ""Wednesday"": ""11:0-17:0""}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,none',True,False,True,NULL,NULL,True,NULL,True,1,False,False,'no',True,0,9,5,0,2,0,2,1,54311,53560,6698,6454,23800,23654,20000,19313,3813,4139,"c(-75.1909215376, 39.9557436343)",53009,61505,173694,42427,39.9557436343,-75.1909215376,0.6427741776953656,19
